,Node1,Relation,Node2
2033,strand sort,CLOSELY_RELATED_TO,list of algorithms
2034,bead sort,CLOSELY_RELATED_TO,list of algorithms
2035,bead sort,SUBJECT,sorting algorithms
2036,bucket sort,CLOSELY_RELATED_TO,list of algorithms
2037,bucket sort,SUBJECT,articles with example pseudocode
2038,bucket sort,SUBJECT,sorting algorithms
2039,bucket sort,SUBJECT,stable sorts
2040,burstsort,CLOSELY_RELATED_TO,list of algorithms
2041,burstsort,SUBJECT,string sorting algorithms
2042,burst trie (page does not exist),CLOSELY_RELATED_TO,list of algorithms
2043,counting sort,CLOSELY_RELATED_TO,list of algorithms
2044,counting sort,SUBJECT,sorting algorithms
2045,counting sort,SUBJECT,stable sorts
2046,pigeonhole sort,CLOSELY_RELATED_TO,list of algorithms
2047,pigeonhole sort,SUBJECT,sorting algorithms
2048,pigeonhole sort,SUBJECT,stable sorts
2049,postman sort,CLOSELY_RELATED_TO,list of algorithms
2050,postman sort,SUBJECT,articles with example pseudocode
2051,postman sort,SUBJECT,sorting algorithms
2052,postman sort,SUBJECT,stable sorts
2053,radix sort,CLOSELY_RELATED_TO,list of algorithms
2054,radix sort,SUBJECT,articles with example c code
2055,radix sort,SUBJECT,sorting algorithms
2056,radix sort,SUBJECT,stable sorts
2057,radix sort,SUBJECT,string sorting algorithms
2058,heapsort,CLOSELY_RELATED_TO,list of algorithms
2059,heapsort,SUBJECT,articles with example pseudocode
2060,heapsort,SUBJECT,comparison sorts
2061,heapsort,SUBJECT,heaps (data structures)
2062,heapsort,SUBJECT,sorting algorithms
2063,selection sort,CLOSELY_RELATED_TO,list of algorithms
2064,selection sort,SUBJECT,comparison sorts
2065,selection sort,SUBJECT,sorting algorithms
2066,smoothsort,CLOSELY_RELATED_TO,list of algorithms
2067,smoothsort,SUBJECT,articles with example java code
2068,smoothsort,SUBJECT,comparison sorts
2069,smoothsort,SUBJECT,dutch inventions
2070,smoothsort,SUBJECT,edsger w. dijkstra
2071,smoothsort,SUBJECT,heaps (data structures)
2072,smoothsort,SUBJECT,sorting algorithms
2073,bitonic sorter,CLOSELY_RELATED_TO,list of algorithms
2074,bitonic sorter,SUBJECT,sorting algorithms
2075,pancake sorting,CLOSELY_RELATED_TO,list of algorithms
2076,pancake sorting,SUBJECT,sorting algorithms
2077,spaghetti sort,CLOSELY_RELATED_TO,list of algorithms
2078,spaghetti sort,SUBJECT,sorting algorithms
2079,topological sorting,CLOSELY_RELATED_TO,list of algorithms
2080,topological sorting,SUBJECT,articles with example pseudocode
2081,topological sorting,SUBJECT,graph algorithms
2082,topological sorting,SUBJECT,sorting algorithms
2083,topological sorting,SUBJECT,directed graphs
2084,samplesort,CLOSELY_RELATED_TO,list of algorithms
2085,samplesort,SUBJECT,sorting algorithms
2086,samplesort,SUBJECT,distributed algorithms
2087,subsequence,CLOSELY_RELATED_TO,list of algorithms
2088,subsequence,SUBJECT,elementary mathematics
2089,subsequence,SUBJECT,sequences and series
2090,kadane's algorithm,CLOSELY_RELATED_TO,list of algorithms
2091,longest common subsequence problem,CLOSELY_RELATED_TO,list of algorithms
2092,longest common subsequence problem,SUBJECT,polynomial-time problems
2093,longest common subsequence problem,SUBJECT,combinatorics
2094,longest common subsequence problem,SUBJECT,dynamic programming
2095,longest common subsequence problem,SUBJECT,np-complete problems
2096,longest common subsequence problem,SUBJECT,problems on strings
2097,longest increasing subsequence problem,CLOSELY_RELATED_TO,list of algorithms
2098,longest increasing subsequence problem,SUBJECT,combinatorics
2099,longest increasing subsequence problem,SUBJECT,dynamic programming
2100,longest increasing subsequence problem,SUBJECT,formal languages
2101,longest increasing subsequence problem,SUBJECT,problems on strings
2102,shortest common supersequence problem,CLOSELY_RELATED_TO,list of algorithms
2103,shortest common supersequence problem,SUBJECT,combinatorics
2104,shortest common supersequence problem,SUBJECT,dynamic programming
2105,shortest common supersequence problem,SUBJECT,formal languages
2106,shortest common supersequence problem,SUBJECT,problems on strings
2107,substring,CLOSELY_RELATED_TO,list of algorithms
2108,substring,SUBJECT,formal languages
2109,substring,SUBJECT,string (computer science)
2110,longest common substring problem,CLOSELY_RELATED_TO,list of algorithms
2111,longest common substring problem,SUBJECT,dynamic programming
2112,longest common substring problem,SUBJECT,problems on strings
2113,substring search,CLOSELY_RELATED_TO,list of algorithms
2114,substring search,SUBJECT,string matching algorithms
2115,aho–corasick string matching algorithm,CLOSELY_RELATED_TO,list of algorithms
2116,trie,CLOSELY_RELATED_TO,list of algorithms
2117,trie,SUBJECT,trees (data structures)
2118,trie,SUBJECT,articles with example haskell code
2119,trie,SUBJECT,articles with example python code
2120,trie,SUBJECT,finite automata
2121,boyer–moore string-search algorithm,CLOSELY_RELATED_TO,list of algorithms
2122,boyer–moore string-search algorithm,SUBJECT,string matching algorithms
2123,boyer–moore string-search algorithm,SUBJECT,algorithms on strings
2124,boyer–moore string-search algorithm,SUBJECT,articles with example c code
2125,boyer–moore string-search algorithm,SUBJECT,articles with example java code
2126,boyer–moore string-search algorithm,SUBJECT,articles with example python code
2127,sublinear,CLOSELY_RELATED_TO,list of algorithms
2128,sublinear,SUBJECT,linear algebra
2129,sublinear,SUBJECT,types of functions
2130,boyer–moore–horspool algorithm,CLOSELY_RELATED_TO,list of algorithms
2131,knuth–morris–pratt algorithm,CLOSELY_RELATED_TO,list of algorithms
2132,knuth–morris–pratt algorithm,SUBJECT,string matching algorithms
2133,knuth–morris–pratt algorithm,SUBJECT,articles with example pseudocode
2134,knuth–morris–pratt algorithm,SUBJECT,donald knuth
2135,rabin–karp string search algorithm,CLOSELY_RELATED_TO,list of algorithms
2136,zhu–takaoka string matching algorithm,CLOSELY_RELATED_TO,list of algorithms
2137,aho–corasick string matching algorithm,CLOSELY_RELATED_TO,list of algorithms
2138,trie,CLOSELY_RELATED_TO,list of algorithms
2139,trie,SUBJECT,trees (data structures)
2140,trie,SUBJECT,articles with example haskell code
2141,trie,SUBJECT,articles with example python code
2142,trie,SUBJECT,finite automata
2143,boyer–moore string-search algorithm,CLOSELY_RELATED_TO,list of algorithms
2144,boyer–moore string-search algorithm,SUBJECT,string matching algorithms
2145,boyer–moore string-search algorithm,SUBJECT,algorithms on strings
2146,boyer–moore string-search algorithm,SUBJECT,articles with example c code
2147,boyer–moore string-search algorithm,SUBJECT,articles with example java code
2148,boyer–moore string-search algorithm,SUBJECT,articles with example python code
2149,sublinear,CLOSELY_RELATED_TO,list of algorithms
2150,sublinear,SUBJECT,linear algebra
2151,sublinear,SUBJECT,types of functions
2152,boyer–moore–horspool algorithm,CLOSELY_RELATED_TO,list of algorithms
2153,knuth–morris–pratt algorithm,CLOSELY_RELATED_TO,list of algorithms
2154,knuth–morris–pratt algorithm,SUBJECT,string matching algorithms
2155,knuth–morris–pratt algorithm,SUBJECT,articles with example pseudocode
2156,knuth–morris–pratt algorithm,SUBJECT,donald knuth
2157,rabin–karp string search algorithm,CLOSELY_RELATED_TO,list of algorithms
2158,zhu–takaoka string matching algorithm,CLOSELY_RELATED_TO,list of algorithms
2159,ukkonen's algorithm,CLOSELY_RELATED_TO,list of algorithms
2160,ukkonen's algorithm,SUBJECT,algorithms on strings
2161,ukkonen's algorithm,SUBJECT,substring indices
2162,ukkonen's algorithm,SUBJECT,bioinformatics algorithms
2163,linear-time,CLOSELY_RELATED_TO,list of algorithms
2164,linear-time,SUBJECT,analysis of algorithms
2165,linear-time,SUBJECT,computational complexity theory
2166,linear-time,SUBJECT,computational resources
2167,online algorithm,CLOSELY_RELATED_TO,list of algorithms
2168,online algorithm,SUBJECT,online algorithms
2169,suffix tree,CLOSELY_RELATED_TO,list of algorithms
2170,suffix tree,SUBJECT,trees (data structures)
2171,suffix tree,SUBJECT,computer science suffixes
2172,suffix tree,SUBJECT,substring indices
2173,suffix tree,SUBJECT,string data structures
2174,matching wildcards,CLOSELY_RELATED_TO,list of algorithms
2175,internetnews,CLOSELY_RELATED_TO,list of algorithms
2176,wildmat,CLOSELY_RELATED_TO,list of algorithms
2177,wildmat,SUBJECT,pattern matching
2178,open-source software,CLOSELY_RELATED_TO,list of algorithms
2179,open-source software,SUBJECT,free software
2180,open-source software,SUBJECT,software licenses
2181,recursion,CLOSELY_RELATED_TO,list of algorithms
2182,recursion,SUBJECT,recursion
2183,recursion,SUBJECT,self-reference
2184,recursion,SUBJECT,theory of computation
2185,krauss matching wildcards algorithm,CLOSELY_RELATED_TO,list of algorithms
2186,internetnews,CLOSELY_RELATED_TO,list of algorithms
2187,wildmat,CLOSELY_RELATED_TO,list of algorithms
2188,wildmat,SUBJECT,pattern matching
2189,open-source software,CLOSELY_RELATED_TO,list of algorithms
2190,open-source software,SUBJECT,free software
2191,open-source software,SUBJECT,software licenses
2192,recursion,CLOSELY_RELATED_TO,list of algorithms
2193,recursion,SUBJECT,recursion
2194,recursion,SUBJECT,self-reference
2195,recursion,SUBJECT,theory of computation
2196,krauss matching wildcards algorithm,CLOSELY_RELATED_TO,list of algorithms
2197,aho–corasick string matching algorithm,CLOSELY_RELATED_TO,list of algorithms
2198,trie,CLOSELY_RELATED_TO,list of algorithms
2199,trie,SUBJECT,trees (data structures)
2200,trie,SUBJECT,articles with example haskell code
2201,trie,SUBJECT,articles with example python code
2202,trie,SUBJECT,finite automata
2203,boyer–moore string-search algorithm,CLOSELY_RELATED_TO,list of algorithms
2204,boyer–moore string-search algorithm,SUBJECT,string matching algorithms
2205,boyer–moore string-search algorithm,SUBJECT,algorithms on strings
2206,boyer–moore string-search algorithm,SUBJECT,articles with example c code
2207,boyer–moore string-search algorithm,SUBJECT,articles with example java code
2208,boyer–moore string-search algorithm,SUBJECT,articles with example python code
2209,sublinear,CLOSELY_RELATED_TO,list of algorithms
2210,sublinear,SUBJECT,linear algebra
2211,sublinear,SUBJECT,types of functions
2212,boyer–moore–horspool algorithm,CLOSELY_RELATED_TO,list of algorithms
2213,knuth–morris–pratt algorithm,CLOSELY_RELATED_TO,list of algorithms
2214,knuth–morris–pratt algorithm,SUBJECT,string matching algorithms
2215,knuth–morris–pratt algorithm,SUBJECT,articles with example pseudocode
2216,knuth–morris–pratt algorithm,SUBJECT,donald knuth
2217,rabin–karp string search algorithm,CLOSELY_RELATED_TO,list of algorithms
2218,zhu–takaoka string matching algorithm,CLOSELY_RELATED_TO,list of algorithms
2219,internetnews,CLOSELY_RELATED_TO,list of algorithms
2220,wildmat,CLOSELY_RELATED_TO,list of algorithms
2221,wildmat,SUBJECT,pattern matching
2222,open-source software,CLOSELY_RELATED_TO,list of algorithms
2223,open-source software,SUBJECT,free software
2224,open-source software,SUBJECT,software licenses
2225,recursion,CLOSELY_RELATED_TO,list of algorithms
2226,recursion,SUBJECT,recursion
2227,recursion,SUBJECT,self-reference
2228,recursion,SUBJECT,theory of computation
2229,krauss matching wildcards algorithm,CLOSELY_RELATED_TO,list of algorithms
2230,abstract algebra,CLOSELY_RELATED_TO,list of algorithms
2231,abstract algebra,SUBJECT,abstract algebra
2232,chien search,CLOSELY_RELATED_TO,list of algorithms
2233,chien search,SUBJECT,error detection and correction
2234,chien search,SUBJECT,finite fields
2235,schreier–sims algorithm,CLOSELY_RELATED_TO,list of algorithms
2236,strong generating set,CLOSELY_RELATED_TO,list of algorithms
2237,strong generating set,SUBJECT,computational group theory
2238,strong generating set,SUBJECT,permutation groups
2239,permutation group,CLOSELY_RELATED_TO,list of algorithms
2240,permutation group,SUBJECT,finite groups
2241,permutation group,SUBJECT,permutation groups
2242,todd–coxeter algorithm,CLOSELY_RELATED_TO,list of algorithms
2243,coset,CLOSELY_RELATED_TO,list of algorithms
2244,coset,SUBJECT,group theory
2245,computer algebra,CLOSELY_RELATED_TO,list of algorithms
2246,computer algebra,SUBJECT,computer algebra
2247,buchberger's algorithm,CLOSELY_RELATED_TO,list of algorithms
2248,buchberger's algorithm,SUBJECT,rewriting systems
2249,buchberger's algorithm,SUBJECT,algebraic geometry
2250,buchberger's algorithm,SUBJECT,commutative algebra
2251,buchberger's algorithm,SUBJECT,computer algebra
2252,gröbner basis,CLOSELY_RELATED_TO,list of algorithms
2253,cantor–zassenhaus algorithm,CLOSELY_RELATED_TO,list of algorithms
2254,faugère f4 algorithm,CLOSELY_RELATED_TO,list of algorithms
2255,gosper's algorithm,CLOSELY_RELATED_TO,list of algorithms
2256,gosper's algorithm,SUBJECT,hypergeometric functions
2257,gosper's algorithm,SUBJECT,computer algebra
2258,knuth–bendix completion algorithm,CLOSELY_RELATED_TO,list of algorithms
2259,rewriting,CLOSELY_RELATED_TO,list of algorithms
2260,rewriting,SUBJECT,rewriting systems
2261,rewriting,SUBJECT,formal languages
2262,rewriting,SUBJECT,logic in computer science
2263,rewriting,SUBJECT,mathematical logic
2264,multivariate division algorithm,CLOSELY_RELATED_TO,list of algorithms
2265,multivariate division algorithm,SUBJECT,rewriting systems
2266,multivariate division algorithm,SUBJECT,algebraic geometry
2267,multivariate division algorithm,SUBJECT,commutative algebra
2268,multivariate division algorithm,SUBJECT,computer algebra
2269,multivariate division algorithm,SUBJECT,invariant theory
2270,polynomial,CLOSELY_RELATED_TO,list of algorithms
2271,polynomial,SUBJECT,algebra
2272,polynomial,SUBJECT,polynomials
2273,pollard's kangaroo algorithm,CLOSELY_RELATED_TO,list of algorithms
2274,polynomial long division,CLOSELY_RELATED_TO,list of algorithms
2275,polynomial long division,SUBJECT,division (mathematics)
2276,polynomial long division,SUBJECT,computer algebra
2277,polynomial long division,SUBJECT,polynomials
2278,risch algorithm,CLOSELY_RELATED_TO,list of algorithms
2279,risch algorithm,SUBJECT,computer algebra
2280,risch algorithm,SUBJECT,differential algebra
2281,risch algorithm,SUBJECT,integral calculus
2282,antiderivatives,CLOSELY_RELATED_TO,list of algorithms
2283,antiderivatives,SUBJECT,integral calculus
2284,antiderivatives,SUBJECT,linear operators in calculus
2285,computational geometry,CLOSELY_RELATED_TO,list of algorithms
2286,computational geometry,SUBJECT,computational geometry
2287,closest pair problem,CLOSELY_RELATED_TO,list of algorithms
2288,closest pair problem,SUBJECT,geometric algorithms
2289,closest pair problem,SUBJECT,articles with example pseudocode
2290,collision detection,CLOSELY_RELATED_TO,list of algorithms
2291,collision detection,SUBJECT,computational physics
2292,collision detection,SUBJECT,computer physics engines
2293,collision detection,SUBJECT,video game development
2294,cone algorithm,CLOSELY_RELATED_TO,list of algorithms
2295,cone algorithm,SUBJECT,geometric algorithms
2296,cone algorithm,SUBJECT,molecular modelling software
2297,convex hull algorithms,CLOSELY_RELATED_TO,list of algorithms
2298,convex hull algorithms,SUBJECT,convex hull algorithms
2299,convex hull,CLOSELY_RELATED_TO,list of algorithms
2300,convex hull,SUBJECT,computational geometry
2301,convex hull,SUBJECT,convex hulls
2302,convex hull,SUBJECT,closure operators
2303,convex hull,SUBJECT,convex analysis
2304,set (mathematics),CLOSELY_RELATED_TO,list of algorithms
2305,set (mathematics),SUBJECT,concepts in logic
2306,set (mathematics),SUBJECT,mathematical objects
2307,set (mathematics),SUBJECT,set theory
2308,graham scan,CLOSELY_RELATED_TO,list of algorithms
2309,graham scan,SUBJECT,articles with example pseudocode
2310,graham scan,SUBJECT,convex hull algorithms
2311,quickhull,CLOSELY_RELATED_TO,list of algorithms
2312,quickhull,SUBJECT,convex hull algorithms
2313,gift wrapping algorithm,CLOSELY_RELATED_TO,list of algorithms
2314,gift wrapping algorithm,SUBJECT,polytopes
2315,gift wrapping algorithm,SUBJECT,convex hull algorithms
2316,chan's algorithm,CLOSELY_RELATED_TO,list of algorithms
2317,chan's algorithm,SUBJECT,convex hull algorithms
2318,kirkpatrick–seidel algorithm,CLOSELY_RELATED_TO,list of algorithms
2319,graham scan,CLOSELY_RELATED_TO,list of algorithms
2320,graham scan,SUBJECT,articles with example pseudocode
2321,graham scan,SUBJECT,convex hull algorithms
2322,quickhull,CLOSELY_RELATED_TO,list of algorithms
2323,quickhull,SUBJECT,convex hull algorithms
2324,gift wrapping algorithm,CLOSELY_RELATED_TO,list of algorithms
2325,gift wrapping algorithm,SUBJECT,polytopes
2326,gift wrapping algorithm,SUBJECT,convex hull algorithms
2327,chan's algorithm,CLOSELY_RELATED_TO,list of algorithms
2328,chan's algorithm,SUBJECT,convex hull algorithms
2329,kirkpatrick–seidel algorithm,CLOSELY_RELATED_TO,list of algorithms
2330,euclidean distance map,CLOSELY_RELATED_TO,list of algorithms
2331,euclidean distance map,SUBJECT,digital geometry
2332,euclidean distance map,SUBJECT,image processing
2333,geometric hashing,CLOSELY_RELATED_TO,list of algorithms
2334,geometric hashing,SUBJECT,computer vision
2335,geometric hashing,SUBJECT,search algorithms
2336,geometric hashing,SUBJECT,geometric data structures
2337,affine transformation,CLOSELY_RELATED_TO,list of algorithms
2338,affine transformation,SUBJECT,affine geometry
2339,affine transformation,SUBJECT,articles containing video clips
2340,affine transformation,SUBJECT,transformation (function)
2341,gilbert–johnson–keerthi distance algorithm,CLOSELY_RELATED_TO,list of algorithms
2342,convex set,CLOSELY_RELATED_TO,list of algorithms
2343,convex set,SUBJECT,convex analysis
2344,convex set,SUBJECT,convex geometry
2345,jump-and-walk algorithm,CLOSELY_RELATED_TO,list of algorithms
2346,laplacian smoothing,CLOSELY_RELATED_TO,list of algorithms
2347,laplacian smoothing,SUBJECT,mesh generation
2348,line segment intersection,CLOSELY_RELATED_TO,list of algorithms
2349,line segment intersection,SUBJECT,geometric algorithms
2350,sweep line algorithm,CLOSELY_RELATED_TO,list of algorithms
2351,sweep line algorithm,SUBJECT,geometric algorithms
2352,bentley–ottmann algorithm,CLOSELY_RELATED_TO,list of algorithms
2353,shamos–hoey algorithm (page does not exist),CLOSELY_RELATED_TO,list of algorithms
2354,bentley–ottmann algorithm,CLOSELY_RELATED_TO,list of algorithms
2355,shamos–hoey algorithm (page does not exist),CLOSELY_RELATED_TO,list of algorithms
2356,minimum bounding box algorithms,CLOSELY_RELATED_TO,list of algorithms
2357,minimum bounding box algorithms,SUBJECT,geometric algorithms
2358,minimum bounding box,CLOSELY_RELATED_TO,list of algorithms
2359,minimum bounding box,SUBJECT,geometric algorithms
2360,minimum bounding box,SUBJECT,geometry
2361,nearest neighbor search,CLOSELY_RELATED_TO,list of algorithms
2362,nearest neighbor search,SUBJECT,approximation algorithms
2363,nearest neighbor search,SUBJECT,data mining
2364,nearest neighbor search,SUBJECT,geometric algorithms
2365,nearest neighbor search,SUBJECT,discrete geometry
2366,nearest neighbor search,SUBJECT,classification algorithms
2367,nearest neighbor search,SUBJECT,machine learning
2368,nearest neighbor search,SUBJECT,mathematical optimization
2369,nearest neighbor search,SUBJECT,numerical analysis
2370,nearest neighbor search,SUBJECT,search algorithms
2371,point in polygon,CLOSELY_RELATED_TO,list of algorithms
2372,point in polygon,SUBJECT,geometric algorithms
2373,point set registration,CLOSELY_RELATED_TO,list of algorithms
2374,point set registration,SUBJECT,computer vision
2375,point set registration,SUBJECT,pattern matching
2376,point set registration,SUBJECT,robotics
2377,point cloud,CLOSELY_RELATED_TO,list of algorithms
2378,point cloud,SUBJECT,3d computer graphics
2379,point cloud,SUBJECT,manufacturing
2380,rotating calipers,CLOSELY_RELATED_TO,list of algorithms
2381,rotating calipers,SUBJECT,geometric algorithms
2382,rotating calipers,SUBJECT,convex geometry
2383,antipodal point,CLOSELY_RELATED_TO,list of algorithms
2384,antipodal point,SUBJECT,topology
2385,convex polygon,CLOSELY_RELATED_TO,list of algorithms
2386,convex polygon,SUBJECT,convex geometry
2387,convex polygon,SUBJECT,polygons
2388,convex hull,CLOSELY_RELATED_TO,list of algorithms
2389,convex hull,SUBJECT,computational geometry
2390,convex hull,SUBJECT,convex hulls
2391,convex hull,SUBJECT,closure operators
2392,convex hull,SUBJECT,convex analysis
2393,shoelace algorithm,CLOSELY_RELATED_TO,list of algorithms
2394,shoelace algorithm,SUBJECT,geometric algorithms
2395,shoelace algorithm,SUBJECT,surveying
2396,triangulation (geometry),CLOSELY_RELATED_TO,list of algorithms
2397,triangulation (geometry),SUBJECT,triangulation (geometry)
2398,delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2399,delaunay triangulation,SUBJECT,triangulation (geometry)
2400,ruppert's algorithm,CLOSELY_RELATED_TO,list of algorithms
2401,chew's second algorithm,CLOSELY_RELATED_TO,list of algorithms
2402,constrained delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2403,marching triangles,CLOSELY_RELATED_TO,list of algorithms
2404,marching triangles,SUBJECT,geometric algorithms
2405,marching triangles,SUBJECT,triangle geometry
2406,point cloud,CLOSELY_RELATED_TO,list of algorithms
2407,point cloud,SUBJECT,3d computer graphics
2408,point cloud,SUBJECT,manufacturing
2409,polygon triangulation,CLOSELY_RELATED_TO,list of algorithms
2410,polygon triangulation,SUBJECT,triangulation (geometry)
2411,voronoi diagram,CLOSELY_RELATED_TO,list of algorithms
2412,voronoi diagram,SUBJECT,computational geometry
2413,voronoi diagram,SUBJECT,ukrainian inventions
2414,voronoi diagram,SUBJECT,discrete geometry
2415,voronoi diagram,SUBJECT,diagrams
2416,voronoi diagram,SUBJECT,russian inventions
2417,duality (mathematics),CLOSELY_RELATED_TO,list of algorithms
2418,duality (mathematics),SUBJECT,duality theories
2419,delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2420,delaunay triangulation,SUBJECT,triangulation (geometry)
2421,bowyer–watson algorithm,CLOSELY_RELATED_TO,list of algorithms
2422,fortune's algorithm,CLOSELY_RELATED_TO,list of algorithms
2423,quasitriangulation,CLOSELY_RELATED_TO,list of algorithms
2424,quasitriangulation,SUBJECT,triangulation (geometry)
2425,delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2426,delaunay triangulation,SUBJECT,triangulation (geometry)
2427,ruppert's algorithm,CLOSELY_RELATED_TO,list of algorithms
2428,chew's second algorithm,CLOSELY_RELATED_TO,list of algorithms
2429,constrained delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2430,ruppert's algorithm,CLOSELY_RELATED_TO,list of algorithms
2431,chew's second algorithm,CLOSELY_RELATED_TO,list of algorithms
2432,constrained delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2433,marching triangles,CLOSELY_RELATED_TO,list of algorithms
2434,marching triangles,SUBJECT,geometric algorithms
2435,marching triangles,SUBJECT,triangle geometry
2436,point cloud,CLOSELY_RELATED_TO,list of algorithms
2437,point cloud,SUBJECT,3d computer graphics
2438,point cloud,SUBJECT,manufacturing
2439,polygon triangulation,CLOSELY_RELATED_TO,list of algorithms
2440,polygon triangulation,SUBJECT,triangulation (geometry)
2441,voronoi diagram,CLOSELY_RELATED_TO,list of algorithms
2442,voronoi diagram,SUBJECT,computational geometry
2443,voronoi diagram,SUBJECT,ukrainian inventions
2444,voronoi diagram,SUBJECT,discrete geometry
2445,voronoi diagram,SUBJECT,diagrams
2446,voronoi diagram,SUBJECT,russian inventions
2447,duality (mathematics),CLOSELY_RELATED_TO,list of algorithms
2448,duality (mathematics),SUBJECT,duality theories
2449,delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2450,delaunay triangulation,SUBJECT,triangulation (geometry)
2451,bowyer–watson algorithm,CLOSELY_RELATED_TO,list of algorithms
2452,fortune's algorithm,CLOSELY_RELATED_TO,list of algorithms
2453,bowyer–watson algorithm,CLOSELY_RELATED_TO,list of algorithms
2454,fortune's algorithm,CLOSELY_RELATED_TO,list of algorithms
2455,quasitriangulation,CLOSELY_RELATED_TO,list of algorithms
2456,quasitriangulation,SUBJECT,triangulation (geometry)
2457,graham scan,CLOSELY_RELATED_TO,list of algorithms
2458,graham scan,SUBJECT,articles with example pseudocode
2459,graham scan,SUBJECT,convex hull algorithms
2460,quickhull,CLOSELY_RELATED_TO,list of algorithms
2461,quickhull,SUBJECT,convex hull algorithms
2462,gift wrapping algorithm,CLOSELY_RELATED_TO,list of algorithms
2463,gift wrapping algorithm,SUBJECT,polytopes
2464,gift wrapping algorithm,SUBJECT,convex hull algorithms
2465,chan's algorithm,CLOSELY_RELATED_TO,list of algorithms
2466,chan's algorithm,SUBJECT,convex hull algorithms
2467,kirkpatrick–seidel algorithm,CLOSELY_RELATED_TO,list of algorithms
2468,bentley–ottmann algorithm,CLOSELY_RELATED_TO,list of algorithms
2469,shamos–hoey algorithm (page does not exist),CLOSELY_RELATED_TO,list of algorithms
2470,delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2471,delaunay triangulation,SUBJECT,triangulation (geometry)
2472,ruppert's algorithm,CLOSELY_RELATED_TO,list of algorithms
2473,chew's second algorithm,CLOSELY_RELATED_TO,list of algorithms
2474,constrained delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2475,ruppert's algorithm,CLOSELY_RELATED_TO,list of algorithms
2476,chew's second algorithm,CLOSELY_RELATED_TO,list of algorithms
2477,constrained delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2478,marching triangles,CLOSELY_RELATED_TO,list of algorithms
2479,marching triangles,SUBJECT,geometric algorithms
2480,marching triangles,SUBJECT,triangle geometry
2481,point cloud,CLOSELY_RELATED_TO,list of algorithms
2482,point cloud,SUBJECT,3d computer graphics
2483,point cloud,SUBJECT,manufacturing
2484,polygon triangulation,CLOSELY_RELATED_TO,list of algorithms
2485,polygon triangulation,SUBJECT,triangulation (geometry)
2486,voronoi diagram,CLOSELY_RELATED_TO,list of algorithms
2487,voronoi diagram,SUBJECT,computational geometry
2488,voronoi diagram,SUBJECT,ukrainian inventions
2489,voronoi diagram,SUBJECT,discrete geometry
2490,voronoi diagram,SUBJECT,diagrams
2491,voronoi diagram,SUBJECT,russian inventions
2492,duality (mathematics),CLOSELY_RELATED_TO,list of algorithms
2493,duality (mathematics),SUBJECT,duality theories
2494,delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2495,delaunay triangulation,SUBJECT,triangulation (geometry)
2496,bowyer–watson algorithm,CLOSELY_RELATED_TO,list of algorithms
2497,fortune's algorithm,CLOSELY_RELATED_TO,list of algorithms
2498,bowyer–watson algorithm,CLOSELY_RELATED_TO,list of algorithms
2499,fortune's algorithm,CLOSELY_RELATED_TO,list of algorithms
2500,quasitriangulation,CLOSELY_RELATED_TO,list of algorithms
2501,quasitriangulation,SUBJECT,triangulation (geometry)
2502,ruppert's algorithm,CLOSELY_RELATED_TO,list of algorithms
2503,chew's second algorithm,CLOSELY_RELATED_TO,list of algorithms
2504,constrained delaunay triangulation,CLOSELY_RELATED_TO,list of algorithms
2505,bowyer–watson algorithm,CLOSELY_RELATED_TO,list of algorithms
2506,fortune's algorithm,CLOSELY_RELATED_TO,list of algorithms
2507,number theory,CLOSELY_RELATED_TO,list of algorithms
2508,number theory,SUBJECT,number theory
2509,binary gcd algorithm,CLOSELY_RELATED_TO,list of algorithms
2510,binary gcd algorithm,SUBJECT,articles with example c code
2511,binary gcd algorithm,SUBJECT,number theoretic algorithms
2512,booth's multiplication algorithm,CLOSELY_RELATED_TO,list of algorithms
2513,booth's multiplication algorithm,SUBJECT,1950 introductions
2514,booth's multiplication algorithm,SUBJECT,binary arithmetic
2515,booth's multiplication algorithm,SUBJECT,computer arithmetic
2516,booth's multiplication algorithm,SUBJECT,multiplication
2517,booth's multiplication algorithm,SUBJECT,1950 in london
2518,booth's multiplication algorithm,SUBJECT,1950 in science
2519,booth's multiplication algorithm,SUBJECT,"birkbeck, university of london"
2520,chakravala method,CLOSELY_RELATED_TO,list of algorithms
2521,chakravala method,SUBJECT,diophantine equations
2522,chakravala method,SUBJECT,indian mathematics
2523,chakravala method,SUBJECT,number theoretic algorithms
2524,chakravala method,SUBJECT,brahmagupta
2525,pell's equation,CLOSELY_RELATED_TO,list of algorithms
2526,pell's equation,SUBJECT,continued fractions
2527,pell's equation,SUBJECT,diophantine equations
2528,discrete logarithm,CLOSELY_RELATED_TO,list of algorithms
