,Node1,Relation,Node2
1493,depreciation,SUBJECT,business economics
1494,depreciation,SUBJECT,asset
1495,depreciation,SUBJECT,taxation
1496,depreciation,SUBJECT,expense
1497,population,CLOSELY_RELATED_TO,verification and validation
1498,population,SUBJECT,demography
1499,population,SUBJECT,lists by population
1500,population,SUBJECT,population
1501,population,SUBJECT,population ecology
1502,population,SUBJECT,population models
1503,depreciation,CLOSELY_RELATED_TO,verification and validation
1504,depreciation,SUBJECT,business economics
1505,depreciation,SUBJECT,asset
1506,depreciation,SUBJECT,taxation
1507,depreciation,SUBJECT,expense
1508,population,CLOSELY_RELATED_TO,verification and validation
1509,population,SUBJECT,demography
1510,population,SUBJECT,lists by population
1511,population,SUBJECT,population
1512,population,SUBJECT,population ecology
1513,population,SUBJECT,population models
1514,depreciation,CLOSELY_RELATED_TO,verification and validation
1515,depreciation,SUBJECT,business economics
1516,depreciation,SUBJECT,asset
1517,depreciation,SUBJECT,taxation
1518,depreciation,SUBJECT,expense
1519,assay,CLOSELY_RELATED_TO,verification and validation
1520,assay,SUBJECT,titration
1521,assay,SUBJECT,biochemistry
1522,assay,SUBJECT,laboratory techniques
1523,detection limit,CLOSELY_RELATED_TO,verification and validation
1524,detection limit,SUBJECT,analytical chemistry
1525,detection limit,SUBJECT,measurement
1526,assay,CLOSELY_RELATED_TO,verification and validation
1527,assay,SUBJECT,titration
1528,assay,SUBJECT,biochemistry
1529,assay,SUBJECT,laboratory techniques
1530,detection limit,CLOSELY_RELATED_TO,verification and validation
1531,detection limit,SUBJECT,analytical chemistry
1532,detection limit,SUBJECT,measurement
1533,assay,CLOSELY_RELATED_TO,verification and validation
1534,assay,SUBJECT,titration
1535,assay,SUBJECT,biochemistry
1536,assay,SUBJECT,laboratory techniques
1537,detection limit,CLOSELY_RELATED_TO,verification and validation
1538,detection limit,SUBJECT,analytical chemistry
1539,detection limit,SUBJECT,measurement
1540,sensitivity and specificity,CLOSELY_RELATED_TO,verification and validation
1541,sensitivity and specificity,SUBJECT,statistical ratios
1542,sensitivity and specificity,SUBJECT,summary statistics for contingency tables
1543,sensitivity and specificity,SUBJECT,accuracy and precision
1544,sensitivity and specificity,SUBJECT,bioinformatics
1545,sensitivity and specificity,SUBJECT,biostatistics
1546,sensitivity and specificity,SUBJECT,cheminformatics
1547,sensitivity and specificity,SUBJECT,medical statistics
1548,sensitivity and specificity,SUBJECT,statistical theory
1549,accuracy and precision,CLOSELY_RELATED_TO,verification and validation
1550,accuracy and precision,SUBJECT,summary statistics for contingency tables
1551,accuracy and precision,SUBJECT,accuracy and precision
1552,accuracy and precision,SUBJECT,biostatistics
1553,accuracy and precision,SUBJECT,critical thinking
1554,accuracy and precision,SUBJECT,metrology
1555,accuracy and precision,SUBJECT,psychometrics
1556,accuracy and precision,SUBJECT,qualities of thought
1557,accuracy and precision,SUBJECT,uncertainty of numbers
1558,repeatability,CLOSELY_RELATED_TO,verification and validation
1559,repeatability,SUBJECT,metrology
1560,repeatability,SUBJECT,psychometrics
1561,repeatability,SUBJECT,statistical theory
1562,reproducibility,CLOSELY_RELATED_TO,verification and validation
1563,reproducibility,SUBJECT,tests
1564,reproducibility,SUBJECT,validity (statistics)
1565,reproducibility,SUBJECT,measurement
1566,reproducibility,SUBJECT,philosophy of science
1567,reproducibility,SUBJECT,psychometrics
1568,reproducibility,SUBJECT,scientific method
1569,detection limit,CLOSELY_RELATED_TO,verification and validation
1570,detection limit,SUBJECT,analytical chemistry
1571,detection limit,SUBJECT,measurement
1572,limit of quantification,CLOSELY_RELATED_TO,verification and validation
1573,limit of quantification,SUBJECT,analytical chemistry
1574,limit of quantification,SUBJECT,measurement
1575,curve fitting,CLOSELY_RELATED_TO,verification and validation
1576,curve fitting,SUBJECT,geometric algorithms
1577,curve fitting,SUBJECT,interpolation
1578,curve fitting,SUBJECT,numerical analysis
1579,curve fitting,SUBJECT,regression analysis
1580,fault tolerance,CLOSELY_RELATED_TO,verification and validation
1581,fault tolerance,SUBJECT,computer systems
1582,fault tolerance,SUBJECT,raid
1583,fault tolerance,SUBJECT,reliability engineering
1584,fault tolerance,SUBJECT,control engineering
1585,fault tolerance,SUBJECT,fault tolerance
1586,fault tolerance,SUBJECT,software
1587,fault tolerance,SUBJECT,software quality
1588,fault tolerance,SUBJECT,systems engineering
1589,food and drug administration (united states),CLOSELY_RELATED_TO,verification and validation
1590,analytical chemistry,CLOSELY_RELATED_TO,verification and validation
1591,analytical chemistry,SUBJECT,analytical chemistry
1592,analytical chemistry,SUBJECT,materials science
1593,software,CLOSELY_RELATED_TO,verification and validation
1594,software,SUBJECT,computer science
1595,software,SUBJECT,computing
1596,software,SUBJECT,software
1597,software verification and validation,CLOSELY_RELATED_TO,verification and validation
1598,software verification and validation,SUBJECT,formal methods
1599,software verification and validation,SUBJECT,software quality
1600,software verification and validation,SUBJECT,software testing
1601,pharmaceutical,CLOSELY_RELATED_TO,verification and validation
1602,pharmaceutical,SUBJECT,pharmaceutical industry
1603,pharmaceutical,SUBJECT,chemicals in medicine
1604,pharmaceutical,SUBJECT,products of chemical industry
1605,pharmaceutical,SUBJECT,drugs
1606,good automated manufacturing practice,CLOSELY_RELATED_TO,verification and validation
1607,good automated manufacturing practice,SUBJECT,pharmaceutical industry
1608,good automated manufacturing practice,SUBJECT,international professional associations
1609,good automated manufacturing practice,SUBJECT,good practice
1610,gxp,CLOSELY_RELATED_TO,verification and validation
1611,medical device,CLOSELY_RELATED_TO,verification and validation
1612,medical device,SUBJECT,medical equipment
1613,medical device,SUBJECT,medical devices
1614,medical device,SUBJECT,medical technology
1615,title 21 of the code of federal regulations,CLOSELY_RELATED_TO,verification and validation
1616,food and drug administration (united states),CLOSELY_RELATED_TO,verification and validation
1617,food,CLOSELY_RELATED_TO,verification and validation
1618,food,SUBJECT,cuisine
1619,food,SUBJECT,foods
1620,medicine,CLOSELY_RELATED_TO,verification and validation
1621,medicine,SUBJECT,health sciences
1622,medicine,SUBJECT,medicine
1623,pharmaceutical,CLOSELY_RELATED_TO,verification and validation
1624,pharmaceutical,SUBJECT,pharmaceutical industry
1625,pharmaceutical,SUBJECT,chemicals in medicine
1626,pharmaceutical,SUBJECT,products of chemical industry
1627,pharmaceutical,SUBJECT,drugs
1628,good automated manufacturing practice,CLOSELY_RELATED_TO,verification and validation
1629,good automated manufacturing practice,SUBJECT,pharmaceutical industry
1630,good automated manufacturing practice,SUBJECT,international professional associations
1631,good automated manufacturing practice,SUBJECT,good practice
1632,gxp,CLOSELY_RELATED_TO,verification and validation
1633,medical device,CLOSELY_RELATED_TO,verification and validation
1634,medical device,SUBJECT,medical equipment
1635,medical device,SUBJECT,medical devices
1636,medical device,SUBJECT,medical technology
1637,title 21 of the code of federal regulations,CLOSELY_RELATED_TO,verification and validation
1638,food and drug administration (united states),CLOSELY_RELATED_TO,verification and validation
1639,food,CLOSELY_RELATED_TO,verification and validation
1640,food,SUBJECT,cuisine
1641,food,SUBJECT,foods
1642,medicine,CLOSELY_RELATED_TO,verification and validation
1643,medicine,SUBJECT,health sciences
1644,medicine,SUBJECT,medicine
1645,pharmaceutical,CLOSELY_RELATED_TO,verification and validation
1646,pharmaceutical,SUBJECT,pharmaceutical industry
1647,pharmaceutical,SUBJECT,chemicals in medicine
1648,pharmaceutical,SUBJECT,products of chemical industry
1649,pharmaceutical,SUBJECT,drugs
1650,good automated manufacturing practice,CLOSELY_RELATED_TO,verification and validation
1651,good automated manufacturing practice,SUBJECT,pharmaceutical industry
1652,good automated manufacturing practice,SUBJECT,international professional associations
1653,good automated manufacturing practice,SUBJECT,good practice
1654,gxp,CLOSELY_RELATED_TO,verification and validation
1655,medical device,CLOSELY_RELATED_TO,verification and validation
1656,medical device,SUBJECT,medical equipment
1657,medical device,SUBJECT,medical devices
1658,medical device,SUBJECT,medical technology
1659,title 21 of the code of federal regulations,CLOSELY_RELATED_TO,verification and validation
1660,food and drug administration (united states),CLOSELY_RELATED_TO,verification and validation
1661,food,CLOSELY_RELATED_TO,verification and validation
1662,food,SUBJECT,cuisine
1663,food,SUBJECT,foods
1664,medicine,CLOSELY_RELATED_TO,verification and validation
1665,medicine,SUBJECT,health sciences
1666,medicine,SUBJECT,medicine
1667,health care,CLOSELY_RELATED_TO,verification and validation
1668,health care,SUBJECT,health care
1669,health care,SUBJECT,healthcare quality
1670,health care,SUBJECT,public services
1671,health care,SUBJECT,primary care
1672,greenhouse gas,CLOSELY_RELATED_TO,verification and validation
1673,greenhouse gas,SUBJECT,articles containing video clips
1674,greenhouse gas,SUBJECT,climate forcing agents
1675,greenhouse gas,SUBJECT,greenhouse gases
1676,accreditation,CLOSELY_RELATED_TO,verification and validation
1677,accreditation,SUBJECT,accreditation
1678,accreditation,SUBJECT,quality assurance
1679,road safety audit,CLOSELY_RELATED_TO,verification and validation
1680,road safety audit,SUBJECT,road safety
1681,road safety audit,SUBJECT,transport in the united kingdom
1682,vehicle inspection,CLOSELY_RELATED_TO,verification and validation
1683,vehicle inspection,SUBJECT,road transport
1684,vehicle inspection,SUBJECT,car safety
1685,vehicle inspection,SUBJECT,automobile costs
1686,aircraft,CLOSELY_RELATED_TO,verification and validation
1687,aircraft,SUBJECT,aircraft
1688,road safety audit,CLOSELY_RELATED_TO,verification and validation
1689,road safety audit,SUBJECT,road safety
1690,road safety audit,SUBJECT,transport in the united kingdom
1691,vehicle inspection,CLOSELY_RELATED_TO,verification and validation
1692,vehicle inspection,SUBJECT,road transport
1693,vehicle inspection,SUBJECT,car safety
1694,vehicle inspection,SUBJECT,automobile costs
1695,aircraft,CLOSELY_RELATED_TO,verification and validation
1696,aircraft,SUBJECT,aircraft
1697,civil engineering,CLOSELY_RELATED_TO,verification and validation
1698,civil engineering,SUBJECT,articles containing video clips
1699,civil engineering,SUBJECT,civil engineering
1700,civil engineering,SUBJECT,engineering disciplines
1701,building,CLOSELY_RELATED_TO,verification and validation
1702,building,SUBJECT,building
1703,building,SUBJECT,buildings and structures
1704,building,SUBJECT,real estate
1705,road,CLOSELY_RELATED_TO,verification and validation
1706,road,SUBJECT,roads
1707,bridge,CLOSELY_RELATED_TO,verification and validation
1708,bridge,SUBJECT,articles containing video clips
1709,bridge,SUBJECT,bridges
1710,bridge,SUBJECT,structural engineering
1711,building,CLOSELY_RELATED_TO,verification and validation
1712,building,SUBJECT,building
1713,building,SUBJECT,buildings and structures
1714,building,SUBJECT,real estate
1715,road,CLOSELY_RELATED_TO,verification and validation
1716,road,SUBJECT,roads
1717,bridge,CLOSELY_RELATED_TO,verification and validation
1718,bridge,SUBJECT,articles containing video clips
1719,bridge,SUBJECT,bridges
1720,bridge,SUBJECT,structural engineering
1721,economics,CLOSELY_RELATED_TO,verification and validation
1722,economics,SUBJECT,economic theories
1723,economics,SUBJECT,economics
1724,economics,SUBJECT,economics terminology
1725,accounting,CLOSELY_RELATED_TO,verification and validation
1726,accounting,SUBJECT,accounting
1727,accounting,SUBJECT,financial accounting
1728,agriculture,CLOSELY_RELATED_TO,verification and validation
1729,agriculture,SUBJECT,agriculture
1730,agriculture,SUBJECT,agronomy
1731,agriculture,SUBJECT,anthropology
1732,agriculture,SUBJECT,archaeology
1733,agriculture,SUBJECT,drinks
1734,agriculture,SUBJECT,food industry
1735,agriculture,SUBJECT,harvest
1736,agriculture,SUBJECT,ranchers
1737,real estate appraisal,CLOSELY_RELATED_TO,verification and validation
1738,real estate appraisal,SUBJECT,real estate valuation
1739,real estate appraisal,SUBJECT,mortgage
1740,authentication,CLOSELY_RELATED_TO,verification and validation
1741,authentication,SUBJECT,access control
1742,authentication,SUBJECT,applications of cryptography
1743,authentication,SUBJECT,authentication
1744,authentication,SUBJECT,computer access control
1745,authentication,SUBJECT,packaging
1746,authentication,SUBJECT,notary
1747,arms control,CLOSELY_RELATED_TO,verification and validation
1748,arms control,SUBJECT,arms trafficking
1749,arms control,SUBJECT,international relations
1750,arms control,SUBJECT,arms control
1751,arms control,SUBJECT,firearms
1752,arms control,SUBJECT,human rights instruments
1753,arms control,SUBJECT,international law
1754,arms control,SUBJECT,small arms
1755,road safety audit,CLOSELY_RELATED_TO,verification and validation
1756,road safety audit,SUBJECT,road safety
1757,road safety audit,SUBJECT,transport in the united kingdom
1758,vehicle inspection,CLOSELY_RELATED_TO,verification and validation
1759,vehicle inspection,SUBJECT,road transport
1760,vehicle inspection,SUBJECT,car safety
1761,vehicle inspection,SUBJECT,automobile costs
1762,aircraft,CLOSELY_RELATED_TO,verification and validation
1763,aircraft,SUBJECT,aircraft
1764,building,CLOSELY_RELATED_TO,verification and validation
1765,building,SUBJECT,building
1766,building,SUBJECT,buildings and structures
1767,building,SUBJECT,real estate
1768,road,CLOSELY_RELATED_TO,verification and validation
1769,road,SUBJECT,roads
1770,bridge,CLOSELY_RELATED_TO,verification and validation
1771,bridge,SUBJECT,articles containing video clips
1772,bridge,SUBJECT,bridges
1773,bridge,SUBJECT,structural engineering
1774,certification of voting machines,SEE_ALSO,verification and validation
1775,certification of voting machines,SUBJECT,election technology
1776,change control,SEE_ALSO,verification and validation
1777,change control,SUBJECT,software project management
1778,change control,SUBJECT,information technology management
1779,comparability,SEE_ALSO,verification and validation
1780,comparability,SUBJECT,mathematical relations
1781,comparability,SUBJECT,order theory
1782,data validation,SEE_ALSO,verification and validation
1783,data validation,SUBJECT,data quality
1784,data validation,SUBJECT,data security
1785,formal verification,SEE_ALSO,verification and validation
1786,formal verification,SUBJECT,formal methods
1787,formal verification,SUBJECT,logic in computer science
1788,formal verification,SUBJECT,theoretical computer science
1789,formal verification,SUBJECT,electronic circuit verification
1790,functional verification,SEE_ALSO,verification and validation
1791,functional verification,SUBJECT,electronic circuit verification
1792,iso 17025,SEE_ALSO,verification and validation
1793,iso 17025,SUBJECT,international organization for standardization
1794,iso 17025,SUBJECT,organisations based in geneva
1795,iso 17025,SUBJECT,organizations established in 1947
1796,iso 17025,SUBJECT,organizations with general consultativ...d nations economic and social council
1797,iso 17025,SUBJECT,social responsibility organizations
1798,iso 17025,SUBJECT,standards organizations
1799,iso 17025,SUBJECT,technical specifications
1800,process validation,SEE_ALSO,verification and validation
1801,process validation,SUBJECT,business process
1802,process validation,SUBJECT,enterprise modelling
1803,process validation,SUBJECT,formal methods
1804,process validation,SUBJECT,software quality
1805,process validation,SUBJECT,software testing
1806,process validation,SUBJECT,process management
1807,software verification and validation,SEE_ALSO,verification and validation
1808,software verification and validation,SUBJECT,formal methods
1809,software verification and validation,SUBJECT,software quality
1810,software verification and validation,SUBJECT,software testing
1811,statistical model validation,SEE_ALSO,verification and validation
1812,statistical model validation,SUBJECT,regression analysis
1813,statistical model validation,SUBJECT,statistical inference
1814,statistical model validation,SUBJECT,statistical models
1815,statistical model validation,SUBJECT,regression diagnostics
1816,system testing,SEE_ALSO,verification and validation
1817,system testing,SUBJECT,hardware testing
1818,system testing,SUBJECT,software testing
1819,system testing,SUBJECT,systems engineering
1820,systematic political science,SEE_ALSO,verification and validation
1821,systematic political science,SUBJECT,subfields of political science
1822,usability testing,SEE_ALSO,verification and validation
1823,usability testing,SUBJECT,product testing
1824,usability testing,SUBJECT,usability
1825,usability testing,SUBJECT,educational technology
1826,usability testing,SUBJECT,software testing
1827,validation master plan,SEE_ALSO,verification and validation
1828,validation master plan,SUBJECT,pharmaceutical industry
1829,verification and validation of computer simulation models,SEE_ALSO,verification and validation
1830,verification and validation of computer simulation models,SUBJECT,formal methods
1831,verification and validation of computer simulation models,SUBJECT,scientific modeling
1832,verification and validation of computer simulation models,SUBJECT,simulation software
1833,guild socialism,CLOSELY_RELATED_TO,workers' self-management
1834,guild socialism,SUBJECT,guilds
1835,guild socialism,SUBJECT,socialism
1836,orthodox marxism,CLOSELY_RELATED_TO,workers' self-management
1837,revolutions of 1848,CLOSELY_RELATED_TO,workers' self-management
1838,utopian socialism,CLOSELY_RELATED_TO,workers' self-management
1839,utopian socialism,SUBJECT,utopian socialism
1840,utopian socialism,SUBJECT,history of social movements
1841,utopian socialism,SUBJECT,idealism
1842,utopian socialism,SUBJECT,social theories
1843,utopian socialism,SUBJECT,utopias
1844,anarcho-syndicalism,CLOSELY_RELATED_TO,workers' self-management
1845,anarcho-syndicalism,SUBJECT,anarcho-syndicalism
1846,anarcho-syndicalism,SUBJECT,anti-capitalism
1847,anarcho-syndicalism,SUBJECT,economic ideologies
1848,anarcho-syndicalism,SUBJECT,history of anarchism
1849,anarcho-syndicalism,SUBJECT,history of social movements
1850,anarcho-syndicalism,SUBJECT,political ideologies
1851,green syndicalism,CLOSELY_RELATED_TO,workers' self-management
1852,green syndicalism,SUBJECT,green politics
1853,green syndicalism,SUBJECT,political theories
1854,green syndicalism,SUBJECT,social philosophy
1855,green syndicalism,SUBJECT,syndicalism
1856,green syndicalism,CLOSELY_RELATED_TO,workers' self-management
1857,green syndicalism,SUBJECT,green politics
1858,green syndicalism,SUBJECT,political theories
1859,green syndicalism,SUBJECT,social philosophy
1860,green syndicalism,SUBJECT,syndicalism
1861,council communism,CLOSELY_RELATED_TO,workers' self-management
1862,council communism,SUBJECT,communism
1863,council communism,SUBJECT,far-left politics
1864,council communism,SUBJECT,council communism
1865,de leonism,CLOSELY_RELATED_TO,workers' self-management
1866,national syndicalism,CLOSELY_RELATED_TO,workers' self-management
1867,national syndicalism,SUBJECT,francoist spain
1868,national syndicalism,SUBJECT,syncretic political movements
1869,national syndicalism,SUBJECT,national syndicalism
1870,sorelianism,CLOSELY_RELATED_TO,workers' self-management
1871,sorelianism,SUBJECT,economic ideologies
1872,sorelianism,SUBJECT,fascism
1873,sorelianism,SUBJECT,marxism
1874,sorelianism,SUBJECT,political ideologies
1875,green syndicalism,CLOSELY_RELATED_TO,workers' self-management
1876,green syndicalism,SUBJECT,green politics
1877,green syndicalism,SUBJECT,political theories
1878,green syndicalism,SUBJECT,social philosophy
1879,green syndicalism,SUBJECT,syndicalism
1880,co-operative economics,CLOSELY_RELATED_TO,workers' self-management
1881,corporatism,CLOSELY_RELATED_TO,workers' self-management
1882,corporatism,SUBJECT,collectivism
1883,corporatism,SUBJECT,corporatism
1884,corporatism,SUBJECT,economic ideologies
1885,corporatism,SUBJECT,fascism
1886,corporatism,SUBJECT,political systems
1887,corporatism,SUBJECT,political theories
1888,labour economics,CLOSELY_RELATED_TO,workers' self-management
1889,labour economics,SUBJECT,factors of production
1890,labour economics,SUBJECT,labour economics
1891,general strike,CLOSELY_RELATED_TO,workers' self-management
1892,general strike,SUBJECT,general strikes
1893,general strike,SUBJECT,industrial workers of the world
1894,general strike,SUBJECT,protest tactics
1895,labour rights,CLOSELY_RELATED_TO,workers' self-management
1896,labour rights,SUBJECT,labor rights
1897,labour rights,SUBJECT,labour law
1898,trade union,CLOSELY_RELATED_TO,workers' self-management
1899,trade union,SUBJECT,labour relations
1900,trade union,SUBJECT,trade unions
1901,general strike,CLOSELY_RELATED_TO,workers' self-management
1902,general strike,SUBJECT,general strikes
1903,general strike,SUBJECT,industrial workers of the world
1904,general strike,SUBJECT,protest tactics
1905,labour rights,CLOSELY_RELATED_TO,workers' self-management
1906,labour rights,SUBJECT,labor rights
1907,labour rights,SUBJECT,labour law
1908,trade union,CLOSELY_RELATED_TO,workers' self-management
1909,trade union,SUBJECT,labour relations
1910,trade union,SUBJECT,trade unions
1911,mutual aid (organization theory),CLOSELY_RELATED_TO,workers' self-management
1912,mutual aid (organization theory),SUBJECT,organizational theory
1913,mutual aid (organization theory),SUBJECT,social anarchism
1914,mutual aid (organization theory),SUBJECT,mutualism (movement)
1915,general strike,CLOSELY_RELATED_TO,workers' self-management
1916,general strike,SUBJECT,general strikes
1917,general strike,SUBJECT,industrial workers of the world
1918,general strike,SUBJECT,protest tactics
1919,labour rights,CLOSELY_RELATED_TO,workers' self-management
1920,labour rights,SUBJECT,labor rights
1921,labour rights,SUBJECT,labour law
1922,trade union,CLOSELY_RELATED_TO,workers' self-management
1923,trade union,SUBJECT,labour relations
1924,trade union,SUBJECT,trade unions
1925,brazilian workers confederation,CLOSELY_RELATED_TO,workers' self-management
1926,confederacion general del trabajo (spain),CLOSELY_RELATED_TO,workers' self-management
1927,confederación nacional del trabajo,CLOSELY_RELATED_TO,workers' self-management
1928,federación obrera regional argentina,CLOSELY_RELATED_TO,workers' self-management
1929,freie arbeiterinnen- und arbeiter-union,CLOSELY_RELATED_TO,workers' self-management
1930,industrial syndicalist education league,CLOSELY_RELATED_TO,workers' self-management
1931,international socialist league (south africa),CLOSELY_RELATED_TO,workers' self-management
1932,international workers' association,CLOSELY_RELATED_TO,workers' self-management
1933,konfederatsiya revolyutsionnikh anarkho-sindikalistov,CLOSELY_RELATED_TO,workers' self-management
1934,national labor secretariat,CLOSELY_RELATED_TO,workers' self-management
1935,national libertarian federation of trade unions,CLOSELY_RELATED_TO,workers' self-management
1936,norsk syndikalistisk forbund,CLOSELY_RELATED_TO,workers' self-management
1937,solidaridad obrera (historical union),CLOSELY_RELATED_TO,workers' self-management
1938,solidarity federation,CLOSELY_RELATED_TO,workers' self-management
1939,syndicalist league of north america,CLOSELY_RELATED_TO,workers' self-management
1940,james thompson bain,CLOSELY_RELATED_TO,workers' self-management
1941,alceste de ambris,CLOSELY_RELATED_TO,workers' self-management
1942,daniel de leon,CLOSELY_RELATED_TO,workers' self-management
1943,paul delesalle,CLOSELY_RELATED_TO,workers' self-management
1944,mary fitzgerald (trade unionist),CLOSELY_RELATED_TO,workers' self-management
1945,juan garcía oliver,CLOSELY_RELATED_TO,workers' self-management
1946,victor griffuelhes,CLOSELY_RELATED_TO,workers' self-management
1947,léon jouhaux,CLOSELY_RELATED_TO,workers' self-management
1948,hubert lagardelle,CLOSELY_RELATED_TO,workers' self-management
1949,pierre monatte,CLOSELY_RELATED_TO,workers' self-management
1950,fernand pelloutier,CLOSELY_RELATED_TO,workers' self-management
1951,rudolf rocker,CLOSELY_RELATED_TO,workers' self-management
1952,georges sorel,CLOSELY_RELATED_TO,workers' self-management
1953,communism,CLOSELY_RELATED_TO,workers' self-management
1954,communism,SUBJECT,anarchism
1955,communism,SUBJECT,anti-capitalism
1956,communism,SUBJECT,anti-fascism
1957,communism,SUBJECT,communism
1958,communism,SUBJECT,economic ideologies
1959,communism,SUBJECT,far-left politics
1960,communism,SUBJECT,political culture
1961,communism,SUBJECT,political ideologies
1962,communism,SUBJECT,socialism
1963,copyleft,CLOSELY_RELATED_TO,workers' self-management
1964,copyleft,SUBJECT,copyleft
1965,copyleft,SUBJECT,copyright law
1966,copyleft,SUBJECT,free and open-source software licenses
1967,copyleft,SUBJECT,free software
1968,copyleft,SUBJECT,intellectual property activism
1969,corporatism,CLOSELY_RELATED_TO,workers' self-management
1970,corporatism,SUBJECT,collectivism
1971,corporatism,SUBJECT,corporatism
1972,corporatism,SUBJECT,economic ideologies
1973,corporatism,SUBJECT,fascism
1974,corporatism,SUBJECT,political systems
1975,corporatism,SUBJECT,political theories
1976,criticism of capitalism,CLOSELY_RELATED_TO,workers' self-management
1977,criticism of capitalism,SUBJECT,criticisms by ideology
1978,criticism of capitalism,SUBJECT,issues in anarchism
1979,criticism of capitalism,SUBJECT,criticism of capitalism
1980,criticism of capitalism,SUBJECT,marxian economics
1981,criticism of capitalism,SUBJECT,social philosophy
1982,criticism of capitalism,SUBJECT,socialism
1983,criticism of copyright,CLOSELY_RELATED_TO,workers' self-management
1984,criticism of copyright,SUBJECT,copyright activists
1985,criticism of copyright,SUBJECT,criticisms
1986,criticism of copyright,SUBJECT,copyright law
1987,criticism of copyright,SUBJECT,intellectual property activism
1988,criticism of copyright,SUBJECT,criticism of intellectual property
1989,labour economics,CLOSELY_RELATED_TO,workers' self-management
1990,labour economics,SUBJECT,factors of production
1991,labour economics,SUBJECT,labour economics
1992,labour power,CLOSELY_RELATED_TO,workers' self-management
1993,labour power,SUBJECT,marxian economics
1994,libertarian socialism,CLOSELY_RELATED_TO,workers' self-management
1995,libertarian socialism,SUBJECT,anarchism
1996,libertarian socialism,SUBJECT,anti-capitalism
1997,libertarian socialism,SUBJECT,anti-fascism
1998,libertarian socialism,SUBJECT,communism
1999,libertarian socialism,SUBJECT,economic ideologies
2000,libertarian socialism,SUBJECT,left-libertarianism
2001,libertarian socialism,SUBJECT,libertarian socialism
2002,libertarian socialism,SUBJECT,libertarianism by form
2003,libertarian socialism,SUBJECT,political philosophy
2004,libertarian socialism,SUBJECT,rojava
2005,libertarian socialism,SUBJECT,social anarchism
2006,libertarian socialism,SUBJECT,socialism
2007,national syndicalism,CLOSELY_RELATED_TO,workers' self-management
2008,national syndicalism,SUBJECT,francoist spain
2009,national syndicalism,SUBJECT,syncretic political movements
2010,national syndicalism,SUBJECT,national syndicalism
2011,post-capitalism,CLOSELY_RELATED_TO,workers' self-management
2012,post-capitalism,SUBJECT,capitalism
2013,post-capitalism,SUBJECT,economic systems
2014,post-capitalism,SUBJECT,schools of economic thought
2015,post-capitalism,SUBJECT,socialism
2016,revisionism (marxism),CLOSELY_RELATED_TO,workers' self-management
2017,socialism,CLOSELY_RELATED_TO,workers' self-management
2018,socialism,SUBJECT,anti-capitalism
2019,socialism,SUBJECT,economic ideologies
2020,socialism,SUBJECT,economic systems
2021,socialism,SUBJECT,left-wing politics
2022,socialism,SUBJECT,political ideologies
2023,socialism,SUBJECT,political movements
2024,socialism,SUBJECT,socialism
2025,company union,CLOSELY_RELATED_TO,workers' self-management
2026,company union,SUBJECT,trade unions
2027,black anarchism,CLOSELY_RELATED_TO,workers' self-management
2028,black anarchism,SUBJECT,anarchist movements
2029,black anarchism,SUBJECT,anarchism in the united states
2030,black anarchism,SUBJECT,black power
2031,black anarchism,SUBJECT,politics and race
2032,black anarchism,SUBJECT,african-american leftism
2033,black anarchism,SUBJECT,far-left politics in the united states
2034,christian anarchism,CLOSELY_RELATED_TO,workers' self-management
2035,christian anarchism,SUBJECT,christian philosophy
2036,christian anarchism,SUBJECT,christian anarchism
2037,collectivist anarchism,CLOSELY_RELATED_TO,workers' self-management
2038,collectivist anarchism,SUBJECT,collectivist anarchism
2039,collectivist anarchism,SUBJECT,anti-capitalism
2040,collectivist anarchism,SUBJECT,social anarchism
2041,collectivist anarchism,SUBJECT,social theories
2042,anarcho-communism,CLOSELY_RELATED_TO,workers' self-management
2043,anarcho-communism,SUBJECT,anarchist communism
2044,anarcho-communism,SUBJECT,anarchist schools of thought
2045,anarcho-communism,SUBJECT,anti-capitalism
2046,anarcho-communism,SUBJECT,anti-fascism
2047,anarcho-communism,SUBJECT,communism
2048,anarcho-communism,SUBJECT,economic ideologies
2049,anarcho-communism,SUBJECT,peter kropotkin
2050,anarcho-communism,SUBJECT,political ideologies
2051,egoist anarchism,CLOSELY_RELATED_TO,workers' self-management
2052,egoist anarchism,SUBJECT,anarchist schools of thought
2053,egoist anarchism,SUBJECT,ethical schools and movements
2054,egoist anarchism,SUBJECT,individualist anarchism
2055,egoist anarchism,SUBJECT,philosophical schools and traditions
2056,egoist anarchism,SUBJECT,egoist anarchism
2057,epistemological anarchism,CLOSELY_RELATED_TO,workers' self-management
2058,epistemological anarchism,SUBJECT,anarchist theory
2059,epistemological anarchism,SUBJECT,criticism of science
2060,epistemological anarchism,SUBJECT,epistemological theories
2061,epistemological anarchism,SUBJECT,historiography of science
2062,epistemological anarchism,SUBJECT,philosophy of science
2063,existentialist anarchism,CLOSELY_RELATED_TO,workers' self-management
2064,existentialist anarchism,SUBJECT,anarchist theory
2065,existentialist anarchism,SUBJECT,types of existentialism
2066,anarcha-feminism,CLOSELY_RELATED_TO,workers' self-management
2067,green anarchism,CLOSELY_RELATED_TO,workers' self-management
2068,green anarchism,SUBJECT,green politics
2069,green anarchism,SUBJECT,animal welfare
2070,green anarchism,SUBJECT,animal rights movement
2071,green anarchism,SUBJECT,earth liberation front
